movie_poster,movie_title,movie_date,movie_audience,movie_genre,movie_story,movie_review,movie_director,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2013/0128/09_46_00__5105ca4889ca1[X230,330].jpg",베를린,개봉일 : 2013-01-29,"누적관객 : 7,166,199명","액션, 드라마","
					
									,
									거대한 국제적 음모가 숨겨진 운명의 도시 베를린.,
그 곳에 상주하는 국정원 요원 정진수는 불법무기거래장소를 감찰하던 중 국적불명, 지문마저 감지되지 않는 일명 ‘고스트’ 비밀요원 표종성의 존재를 알게 된다. 그의 정체를 밝혀내기 위해 뒤를 쫓던 정진수는 그 배후에 숨겨진 엄청난 국제적 음모를 알게 되면서 걷잡을 수 없는 위기에 빠진다.,
한편 표종성을 제거하고 베를린을 장악하기 위해 파견된 동명수는 그의 아내 연정희를 반역자로 몰아가며 이를 빌미로 숨통을 조이고, 표종성의 모든 것에 위협을 가한다. 표종성은 동명수의 협박 속에서 연정희의 무죄를 증명하기 위해서 그녀를 미행하게 되지만, 예상치 못한 아내의 비밀을 알게 되면서 혼란에 휩싸이게 되는데...,
,
국제적 음모와 각자의 목적에 휘말려 서로를 쫓는 이들의 숨막히는 추격전! ,
2013년, 초대형 액션 프로젝트가 펼쳐진다! 				","
							북한의 비밀 감찰요원 표종성(하정우)은 러시아, 중동의 무장세력과 무기밀매 거래를 벌이던 중 이스라엘 첩보기관 모사드의 습격을 받는다. 남한 국정원 요원인 정진수(한석규)는 이들의 거래 현장을 덮치려다 실패하고 이로 인해 상부로부터 책임을 추궁당한다. 표종성과 함께 무기밀매 사업을 벌이던 주독 북한 대사 리학수(이경영)는 평양에서 새로운 감찰요원 동명수(류승범)가 베를...							",류승완,"하정우,한석규,류승범,전지현,이경영,존 키오,누만 아카르,파스칼 앨리어디,최무성,곽도원",8.00,7.65
"http://image.cine21.com/resize/cine21/poster/2020/0327/16_37_25__5e7dad3549311[X230,330].jpg",마약기생충,개봉일 : 2020-04-16,,"액션, 스릴러","
					
									,
									캐나다 벤쿠버에서 대기업을 운영하고 있는 ‘회장’은 남미에서 제조한 마약을 밀반입해 불법으로 유통시켜,
짭짤한 부수입을 올리고 있다. 어느 날, 1Kg 당 20g의 마약이 사라지고 있다는 사실을 확인한 그는,
오랫동안 자신의 밑에서 마약유통을 책임져 온 ‘요리사’에게 유통경로의 문제점을 파악하라고 지시한다.,
이에 ‘요리사’는 이를 확인하기 위해 콜롬비아로 향하는데...				",,제이슨 카벨,"니콜라스 케이지,로렌스 피시번,나탈리아 레이즈",2.00,
"http://image.cine21.com/resize/cine21/poster/2019/1030/11_47_36__5db8f9c85fb7a[X230,330].jpg",캔 유 킵 어 시크릿?,개봉일 : 2019-11-07,,"코미디, 멜로·로맨스","
					
									출장을 갔다가 최악의 하루(?)를 보낸 사회 초년생 직딩 ‘엠마’는,
돌아오는 비행기에서 옆자리에 앉은 남자에게 자신의 모든 비밀을 털어놓는다.,
비행 공포증 때문에 목숨의 위협을 느끼고 취중에 비밀 고백을 한 것!,
다시 일상으로 컴백한 ‘엠마’, 하지만 다시는 안 만날 사람이라 생각했던,
‘그’가 그녀의 앞에 나타나는데… 그것도 회사에서!?				","
							사회 초년생 엠마(알렉산드라 다드다리오)는 첫 출장에서 큰 실수를 저지른다. 좋은 성과를 거둬 승진하려던 엠마는 낙심하고, 설상가상으로 돌아오는 비행기에서 난기류를 만나 극심한 공포를 느낀다. 그는 이대로 죽기엔 억울하다 싶어 옆자리 승객에게 모든 비밀을 털어놓는다. 다행히 비행기는 무사히 도착하고 엠마도 평범한 일상으로 돌아간다. 그러나 다시 볼 일 없을 줄 알았던...							",엘리스 듀란,"알렉산드라 다다리오,타일러 후츨린,레버른 콕스,키미코 글렌",3.50,10.00
"http://image.cine21.com/resize/cine21/poster/2018/0619/13_49_06__5b288b42f1c1c[X230,330].jpg",태그,,,코미디,줄거리가 없습니다.,,제프 톰식,"존 햄,애나벨 월리스,제레미 레너,아일라 피셔,레슬리 빕,라시다 존스,제이크 존슨,에드 헬름스",,
"http://image.cine21.com/resize/cine21/poster/2019/0117/16_39_14__5c40312252e71[X230,330].jpg",그린 북,개봉일 : 2019-01-09,,드라마,"
					
									,
									1962년 미국, 입담과 주먹만 믿고 살아가던 토니 발레롱가(비고 모텐슨)는 교양과 우아함 그 자체인 천재 피아니스트 돈 셜리(마허샬라 알리) 박사의 운전기사 면접을 보게 된다.,
백악관에도 초청되는 등 미국 전역에서 콘서트 요청을 받으며 명성을 떨치고 있는 돈 셜리는 위험하기로 소문난 미국 남부 투어 공연을 떠나기로 결심하고, 투어 기간 동안 자신의 보디가드 겸 운전기사로 토니를 고용한다.,
거친 인생을 살아온 토니 발레롱가와 교양과 기품을 지키며 살아온 돈 셜리 박사. 생각, 행동, 말투, 취향까지 달라도 너무 다른 두 사람은 그들을 위한 여행안내서 ‘그린북’에 의존해 특별한 남부 투어를 시작하는데…  				","
							뉴욕 브롱스에 사는 토니 발레롱가(비고 모르텐슨)는 나이트클럽 경호원으로 일하며 문제가 생기면 주먹으로 해결하는 남자다. 일거리를 찾던 중 세계적인 흑인 피아니스트 돈 셜리(마허샬라 알리)의 운전사로 취직한다. 인종분리정책과 짐 크로 법이 존재하던 1960년대 미국을 배경으로 계급과 신분이 완전히 다른 두 사람은 콘서트 투어를 위해 맨해튼에서 출발해 미국 남부로 길고...							",피터 패럴리,"비고 모텐슨,마허샬라 알리,린다 카델리니,P.J. 번,브라이언 스테파넥",7.20,8.67
"http://image.cine21.com/resize/cine21/poster/2017/0504/10_20_42__590a81ea512ed[X230,330].jpg",하우 투 비 어 라틴 러버,,,코미디,줄거리가 없습니다.,,켄 마리노,"유제니오 데베즈,셀마 헤이엑,로브 로우,크리스틴 벨,라켈 웰치,롭 코드리,롭 리글,마이클 세라,맥케나 그레이스,롭 휴벨",,
"http://image.cine21.com/resize/cine21/poster/2018/1218/11_34_57__5c185cd11baee[X230,330].jpg",범블비,개봉일 : 2018-12-25,,상영시간 : 114분,"
					
									,
									지속된 디셉티콘과의 전쟁에서 위기에 몰린 옵티머스 프라임은 중요한 임무를 가진 오토봇을 지구로 보낸다.,
지구에 도착한 오토봇은 인간들에게 쫓기게 되고, 낡은 비틀로 변신해 폐차장에 은둔하던 중, 찰리라는 소녀에 의해 발견된다. ,
,
비틀을 수리하던 찰리는 자신의 낡은 자동차가 거대한 로봇으로 변신하는 놀라운 광경을 목격하고, 모든 기억이 사라진 그에게 ‘범블비’라는 이름을 지어주며 서로에게 특별한 존재가 되어간다.  ,
,
하지만, 범블비의 정체를 파헤치려는 인간들과 그가 가진 비밀을 쫓는 디셉티콘의 추격과 압박은 점점 더 심해지는데…				","
							사이버트론 행성에서 벌어진 디셉티콘과의 전쟁에서 밀리던 오토봇 저항군의 수장 옵티머스 프라임은 오토봇 B-127에 지구에 피난처를 마련해 동료들이 올 때까지 기다릴 것을 명한다. 인간 군대, 그리고 지구로 파견된 두 디셉티콘에게 쫓기는 신세가 된 B-127은 코어 기억장치가 파손되고, 폴크스바겐 비틀로 변신해 폐차장에 숨는다. 한편 자동차 수리에 재능이 있는 찰리(헤...							",트래비스 나이트,"헤일리 스타인펠드,존 시나,파멜라 애들론,피터 컬렌,바네사 로스,케네스 최,존 오티즈,조지 렌드보그 주니어",6.83,7.43
"http://image.cine21.com/resize/cine21/poster/2012/1016/09_43_34__507cadb648645[X230,330].jpg",가디언즈,개봉일 : 2012-11-29,"누적관객 : 1,075,584명",상영시간 : 97분,"
					
									,
									크리스마스 이브 착한 아이들에게 선물을 가져다 주는 산타클로스 ‘놀스’,
부활절이면 색색깔의 달걀을 곳곳에 숨겨놓는 부활절 토끼 ‘버니’,
밤 사이 빠진 이를 가져가는 대신 동전을 남겨두는 이빨요정 ‘투스’,
그리고 동화 같은 환상적인 꿈을 선사하는 잠의 요정 ‘샌드맨’,
 ,
전세계 모든 아이들의 꿈과 희망, 상상력을 지켜주는 이들은 ‘가디언즈’라 불린다.,
 ,
하지만 두려움을 심어주는 악몽의 신 ‘피치’가 깨어나자,
이들은 모든 것을 잃을 최대의 위기를 맞게 된다.,
 ,
그리고 그에 맞서기 위한 새로운 가디언으로,
무엇이든 얼리고 눈을 내리는 능력을 지닌 ‘잭 프로스트’가 선택되고,,
 ,
놀스, 버니, 투스, 샌드맨, 그리고 잭 프로스트,
다섯 명의 가디언즈는,
막강한 힘으로 전세계를 지배하려는 ‘피치’에 맞서 최후의 대결에 나서는데…!,
 ,
꿈의 수호신 ‘가디언즈’ VS 악몽의 신 ‘피치’,
꿈을 둘러싼 거대한 전쟁이 펼쳐진다 				","
							<슈렉> <드래곤 길들이기>의 히트작을 배출한 드림웍스의 신작 <가디언즈>는 연말 분위기에 제격인 가족용 판타지애니메이션이다. 이번 작품에서 드림웍스의 제작진은 설화를 통해 익숙한 캐릭터를 끌어모았다. 애니메이션판 <어벤져스>를 노린다고 해도 과언이 아닐 정도로 캐릭터가 주는 친근함이 강점이다. 연출은 <패닉 룸> ...							",피터 램지,"이제훈,류승룡,이종혁,한혜진,유해진,크리스 파인,알렉 볼드윈,휴 잭맨,아일라 피셔,주드 로",6.33,7.94
"http://image.cine21.com/resize/cine21/poster/2018/0605/09_47_48__5b15ddb4ebc36[X230,330].jpg",개들의 섬,개봉일 : 2018-06-21,,상영시간 : 101분,"
					
									,
									인류를 위협하는 개 독감이 퍼지자, 세상의 모든 개들은 쓰레기 섬으로 추방되고, 자신이 사랑하던 개를 잃은 소년은 개를 찾아 홀로 섬으로 떠난다.,
,
소년은 그 곳에서 다섯 마리의 특별한 개들을 만나게 되고, 함께 사라진 개를 찾아가는 그들 앞에 기상천외한 모험이 펼쳐지는데…,
,
개를 사랑한 소년,,
소년을 사랑한 개				","
							웨스 앤더슨 감독의 9번째 영화 <개들의 섬>은 그의 장기인 아름답고 양식적인 형식 미학을 극단적으로 밀어붙여 완성시킨 환상적인 모험담이다. 이번 영화는 <판타스틱 Mr. 폭스> 이후 두 번째 스톱모션 애니메이션 작품으로, 가상의 미래 국가 일본이 주요 배경이다. 어느 날 일본 전역에 강아지독감이 퍼지자, 메가사키시의 고바야시 시장은 개들을 쓰레...							",웨스 앤더슨,"브라이언 크랜스톤,스칼렛 요한슨,틸다 스윈튼,빌 머레이,에드워드 노튼,그레타 거윅,리브 슈라이버,프랜시스 맥도먼드,코유 랜킨,쿠니치 노무라",7.50,7.14
"http://image.cine21.com/resize/cine21/poster/2005/0509/M0010044_[X230,330].jpg",비는 사랑을 타고,개봉일 : 1994-12-03,,멜로·로맨스,"
					
									부유한 집안의 3대 독자 왕범수. 홀어머니 밑에서 야무지게 성장한 팽영미. 서로 다른 환경에서 자라 전혀 어울릴 것 같지 않은 두 사람이 사랑 하나만을 믿고 과감히 결혼에 돌입한다. 아직 부부라고 하기엔 어리고 철없는 범수와 영미. 사랑이 주는 환상만 가지고 있던 이들에게 현실을 만만치가 않다. 학교생활과 결혼생활을 병행하면서 생기는 사소한 문제와 성격마찰, 경제적인 자립, 심지어는 부부간의 잠자리까지 서로의 누적된 갈등이 표출된다. 그러나 점차 자립심이 없던 범수는 아르바이트를 하면서 가장으로서 책임감을 가진 한 남자로 우뚝 서게 되고, 영미 또한 그를 진정한 남편으로 이해하고 사랑하는 아내로서의 모습으로 변모해 간다. 범수와 영미의 신혼생활이 한창 자리를 잡아가고 있을 때 엉뚱한 사건이 벌어진다. 결혼 3 개월이 되도록 아기가 생기지 않자 병원을 찾은 범수는 성불구자라는 선고를 받게 된다. 가족 모두에게 숨기고 혼자 고민하던 범수, 드디어 식구 들에게 사실을 발표하려는 순간 더 괴이한 일이 벌어진다. 영미가 임신했다는 것이다 				",,조금환,"김호진,신은경,공형진,윤일봉,홍성민,선우용녀,한상미,이상은,김인문,안진수",5.00,
"http://image.cine21.com/resize/cine21/poster/2020/0506/14_53_57__5eb250f53d113[X230,330].jpg",범털,개봉일 : 2020-05-14,"누적관객 : 1,622명","범죄, 드라마","
					
									,
									우발적 폭력 사건에 휘말려 억울하게 수감된 ‘만희’는,
교도소의 ‘범털’이 기거하는 폭력방에 입소되어,,
왈왈이, 사형수, 벌구, 꼬마, 개털과 함께 한솥밥을 먹게 된다.,
,
한편, 반대파 두목 ‘태수’가 같은 사동으로 입소하게 되면서,,
범털에게 불만을 품은 무리들이 하나 둘 모여들고,
,
폭력방 일원은 절체절명의 위기를 맞이하게 되는데……				","
							억울하게 수감된 만희(이시후)는 조폭 출신 범털(이설구)이 권력을 잡고 있는 방에서 각기 다른 죄목과 개성의 재소자들과 생활하게 된다. 만희와 같은 날 입소한 반대파 두목 태수(유상재)가 범털 방 사람들과 대립각을 세우면서 교도소 내부에도 긴장감이 감돈다. 중심 사건은 늘어지고 메시지는 어색하다. 불쾌하다 못해 난잡한 성적 묘사, 범죄를 가벼이 여기는 태도, 이 둘을...							",강태호,"이설구,유상재,이현웅,강인성,이시후,조명연,문용일,이풍운",3.00,
"http://image.cine21.com/resize/cine21/poster/2020/0414/10_40_22__5e951486cd24a[X230,330].jpg",대전 블루스,개봉일 : 2020-04-23,누적관객 : 77명,드라마,"
					
									정신과 박사 강수연은 죽음을 앞둔 환자들이 있는 호스피스 병동에서 근무하고 있다,
​,
47세의 간암 말기 환자 철구와 그를 보살피는 아들 기현,,
죽음보다 외로움을 더 두려워하는 전직 대형교회 목사 민두홍,,
통제 불가능한 18세 피부암 소녀 지인의 곁을 지키며 정성껏 돌보던 어느 날,,
​,
강 박사는 죽음이 두렵다고 울부짖는 지인을 데리고 몰래 병원을 나간다,
도시의 화려한 네온사인 아래 두 사람은 짜릿한 쾌감에 젖어 밤거리를 누비는데...				","
							호스피스 병동에서 일하는 정신과 전문의 강수연 박사(반민정)는 병동의 환자들을 세심하게 돌본다. 대형교회의 목사였으나 현재는 가족도 친구도 없이 쓸쓸하게 죽음을 기다리는 말기 대장암 환자 민두홍(이종국), 부모에게 깊은 상처를 입은 18살의 피부암 환자 서지인(이경민), 말기 간암 환자인 아버지 장철구(최용진)를 마음껏 미워하지도 못하고 선뜻 용서하지도 못하는 소년 ...							",박철웅,"반민정,이지현,현석,이종국,최용진,이경민,안도규,현서영,김영희,허인영",3.00,
"http://image.cine21.com/resize/cine21/poster/2016/0107/13_51_09__568deebdbfcfc[X230,330].jpg",파리의 한국남자,개봉일 : 2016-01-28,"누적관객 : 2,719명",드라마,"
					
									,
,
생애 가장 행복했던 순간 모든 것을 잃은 남자 '상호',,
신혼여행지에서 갑자기 사라진 아내 '연화'를 찾아 매일 밤 뒷골목을 헤매며,
지금껏 보지 못한 살아있는 파리의 얼굴을 마주하게 된다.  ,
,
의심과 불안, 실낱 같은 믿음과 희망 속 2년의 시간이 흐른 어느 날. ,
‘상호’는 밤 거리에서 우연히 만난 여자 ‘창’과 서로의 아픔을 공유하며,
아내가 사라진 후 처음으로 욕망을 느낀다.,
,
하지만 그토록 찾고 싶었던, ‘연화’로 추정되는 이를 알고 있다는 매춘부가 나타나는데…,
,
, 				","
							상호(조재현)는 아내 연화(팽지인)와 신혼여행지 파리에서 즐거운 시간을 보낸다. 더없이 행복한 순간, 상호가 잠시 자리를 비운 사이에 연화가 돌연 사라진다. 아내가 인신매매당했다고 생각한 상호는 매춘부 거리에서 그녀의 행방을 수소문한다. 2년이 지나 노숙자로 사는 그는 정처 없이 파리를 떠돌아다니고, 어느 날 밤거리에서 창(미콴락)을 만나, 아내를 잃은 뒤 처음으로 ...							",전수일,"조재현,팽지인,미콴락",5.00,
"http://image.cine21.com/resize/cine21/poster/2020/0214/14_45_58__5e46341621192[X230,330].jpg",찬실이는 복도 많지,개봉일 : 2020-03-05,"누적관객 : 26,155명","판타지, 멜로·로맨스, 드라마","
					
									,
									집도 없고, 남자도 없고, 갑자기 일마저 똑 끊겨버린 영화 프로듀서 ‘찬실’.,
현생은 망했다 싶지만, 친한 배우 ‘소피’네 가사도우미로 취직해 살길을 도모한다.,
그런데 ‘소피’의 불어 선생님 ‘영’이 누나 마음을 설레게 하더니,
장국영이라 우기는 비밀스런 남자까지 등장!,
새로 이사간 집주인 할머니도 정이 넘쳐 흐른다.,
평생 일복만 터져왔는데, 영화를 그만두니 전에 없던 ‘복’도 들어오는 걸까?				","
							영화 프로듀서로 일하던 찬실(강말금)은 함께 작업하던 감독의 갑작스러운 죽음 이후로 실업자 신세가 된다. 친한 후배 소피(윤승아)는 찬실에게 금전적인 도움을 주겠다고 말하지만, 찬실은 “일해서 벌어야 한다”며 그의 가정부로 일하기를 자처한다. 그러던 찬실은 소피의 프랑스어 선생님 김영(배유람)을 만나게 되는데, 그가 현재 시나리오를 쓰는 단편영화 감독이라는 것을 알게...							",김초희,"강말금,윤여정,김영민,윤승아,배유람",7.00,
"http://image.cine21.com/resize/cine21/poster/2008/0922/M0010005__33[X230,330].jpg",가벼운 잠,개봉일 : 2008-10-23,누적관객 : 149명,드라마,"
					
									,
									,
,
16살 열린이는 잠이 오지 않아 가끔 약을 먹는다. 피곤한데도 잠은 오지 않는다. 아마 2년전 부모님을 교통사고로 한꺼번에 잃고 의대 실험용으로 넘겨진 엄마의 시신을 찾고 하나뿐인 동생을 위해 원조교제를 시작한 그 때부터일꺼다. 얼마전 멋진 남자 친구가 생겼다. 평범한 데이트도 했다. 모든 게 일상적이고 평범해 보인다. 그렇지만 그 뒤엔 16살 소녀가 감당하기엔 너무나 벅찬 현실이 늘 존재할 뿐... 여전히 열린이는 잠을 잘수가 없다. 				","
							단편이었더라면 지수 ★★★★어색한 연기 지수 ★★★베스트극장 지수 ★★★1999년 서울 동작구 흑석동에서 발생한 한 소녀가장의 자살사건을 모티브로 한 영화는 세상의 무관심에 의해 버려진 한 소녀의 삶을 따라간다. 16살 열린(최아진)은 교통사고로 부모님을 한꺼번에 잃고, 여동생 다린(류현빈)과 함께 살아간다. 부모님을 여읜 뒤, 약을 먹지 않고는 잠을 잘 수...							",임성찬,"최아진,윤찬,방은진,송채환,정인기,류현빈",3.00,6.71
"http://image.cine21.com/resize/cine21/poster/2017/0801/10_20_29__597fd75d23d35[X230,330].jpg",로마의 휴일,개봉일 : 2017-08-30,,코미디,"
					
									,
									돈은 없지만 깡다구가 있고, 희망은 없지만 우정은 가득한 세 남자, 진지한 놈 '인한'(임창정), 신난 놈 '기주'(공형진), 순수한 놈 '두만'(정상훈)은 실패해 죽더라도, 원 없이 돈을 써보겠다는 일념으로 현금수송 차량을 탈취하는 계획을 세우고 성공한다!,
,
하지만 돈 냄새도 잠시, 경찰에 쫓겨 '로마의 휴일' 나이트클럽에 숨게 되고, 이상하게 흥이 오르는 상상 불허의 분위기 속에서 경찰과 인질범들 사이의 기묘한 인질극이 벌어진다.,
,
과연 이들은 돈을 지키고 인생 역전을 할 수 있을 것인가?				","
							오락영화의 신구 세대가 뭉쳤단 사실만으로 기대를 모은다. 그러나 영화는 웃음, 감동, 재미 중에 어떤 것도 제대로 챙기지 못한다. 첫째로는 말초적인 자극 이상의 코미디가 없기 때문이고, 둘째로는 캐릭터에 설득력이 부족하기 때문이다. ‘로마의 휴일’은 은행 현금 수송 차량을 턴 세 주인공이 경찰을 피하기 위해 숨어드는 나이트클럽의 이름이다. 일찌감치 클럽 내부로 공간을...							",이덕희,"임창정,정상훈,공형진,강신일,김정팔,미스터 팡,손민석,서은아,한소영,장동직",3.00,4.50
"http://image.cine21.com/resize/cine21/poster/2019/0903/15_52_56__5d6e0dc846590[X230,330].jpg",메기,개봉일 : 2019-09-26,,"코미디, 미스터리, 드라마","
					
									,
									이 곳은 마리아 사랑병원. 오늘은 민망한 엑스레이 사진 한 장으로 병원이 발칵 뒤집혔어요!,
세상에! 저를 가장 좋아하는 간호사 윤영 씨는 소문의 주인공이 자신과 남자친구일지도 모른다고 의심하고 있어요,
,
과연 윤영 씨는 이 의심의 구덩이에서 빠져나올 수 있을까요?,
,
,				","
							이곳은 출처불명의 ‘SEX-ray’로 발칵 뒤집힌 마리아 사랑병원. 누군가 엑스레이실에서 섹스하는 남녀를 도촬했고, 남녀의 성기 엑스레이는 그렇게 병원에 파란을 일으킨다. 온갖 추측과 호기심이 난무하는 가운데, 막상 피해를 본 건 병원 간호사 여윤영(이주영)이다. 사람들은 ‘찍힌’ 것이 그녀라고 믿었고, 병원 부원장 이경진(문소리)은 그 추측만으로 그녀에게 퇴사를 권...							",이옥섭,"이주영,문소리,구교환,천우희,박경혜,권해효,김꽃비,오희준,동방우",6.75,10.00
"http://image.cine21.com/resize/cine21/poster/2020/0507/11_32_52__5eb373549a861[X230,330].jpg",엘라 벨라 빙고: 친구 찾기 대작전,개봉일 : 2020-06,,애니메이션,"
					
									,
									햇살 정원 마을의 골목대장 ‘엘라’는 친구 ‘헨리’와 ,
마을 축제에 선보일 마술 공연 준비에 한창이다.,
 ,
하지만, 도시에서 온 ‘조니’가 폭풍 친화력을 시전!,
‘헨리’의 마음을 사로잡으며 자전거 공연을 제안한다.,
 ,
절친 ‘헨리’를 차지한 ‘조니’에게 묘한 질투심이 불타오르는 ‘엘라’!,
과연 ‘엘라’는 진짜 우정을 찾고 친구를 지킬 수 있을까..?				",,"아틀 솔버그 블락세트,프랭크 모스볼드","이지예,채지희,홍주성,석승훈,박상우",,
"http://image.cine21.com/resize/cine21/poster/2020/0212/18_24_49__5e43c461f0593[X230,330].jpg",국제수사,,,"액션, 범죄, 드라마","
					
									,
									필리핀으로 인생 첫 해외여행을 떠난 대천경찰서 강력반 ‘홍병수’(곽도원) 경장.,
,
여행의 단꿈도 잠시, ‘병수’는 범죄 조직의 킬러 ‘패트릭’(김희원)의 작전에 휘말려 살인 용의자가 되고,,
누명을 벗기 위해 현지 가이드이자 고향 후배 ‘만철’(김대명)과 함께 수사에 나선다.,
,
하지만, 형사 본능이 끓어오르는 마음과는 달리 ’병수’의 몸과 영어는 따라주지 않고,,
필리핀에서 재회한 웬수 같은 죽마고우 ‘용배’(김상호)가 끼어드는 바람에,
수사는 자꾸 의도치 않은 방향으로 흘러가는데…,
,
촌구석 형사 ‘병수’는 과연 무사히 한국에 돌아갈 수 있을까?,
,
“나 코리안 폴리스여!”,
동네급 형사의 국제급 수사가 시작된다!				",,김봉한,"곽도원,김대명,김희원,김상호,이유진,손현주,조재윤",,
"http://image.cine21.com/resize/cine21/poster/2019/0502/11_16_56__5cca5318442ff[X230,330].jpg",펭귄스,,,다큐멘터리,줄거리가 없습니다.,,"알래스테어 포더길,제프 윌슨",에드 헬름스,,
"http://image.cine21.com/resize/cine21/poster/2015/0217/11_24_22__54e2a656d9dd8[X230,330].jpg",머리에 꿀,,,드라마,"
					
									 				",,틸 슈바이거,"틸 슈바이거,다르 살림,파스칼 앨리어디",,
"http://image.cine21.com/resize/cine21/poster/2019/0320/17_45_45__5c91fdb93227b[X230,330].jpg",뜨거운 피,,,,"
					
									부산의 변두리 ‘구암’에서 나고 자란 한 남자가 생존을 위해 조직간의 치열한 전쟁에 휘말리게 되는 정통 느와르				",,천명관,"정우,김갑수,최무성",,
"http://image.cine21.com/resize/cine21/poster/2015/0713/16_22_46__55a36746b87c9[X230,330].png",암살,개봉일 : 2015-07-22,누적관객 : 83명,"액션, 드라마","
					
									1933년 조국이 사라진 시대,
대한민국 임시정부는 일본 측에 노출되지 않은 세 명을 암살작전에 지목한다.,
한국 독립군 저격수 안옥윤, 신흥무관학교 출신 속사포, 폭탄 전문가 황덕삼!,
김구의 두터운 신임을 받는 임시정부 경무국 대장 염석진은 이들을 찾아 나서기 시작한다.,
암살단의 타깃은 조선주둔군 사령관 카와구치 마모루와 친일파 강인국.,
한편, 누군가에게 거액의 의뢰를 받은 청부살인업자 하와이 피스톨이 암살단의 뒤를 쫓는데...,
친일파 암살작전을 둘러싼 이들의 예측할 수 없는 운명이 펼쳐진다!,
 				",,최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,조승우",6.25,7.57
"http://image.cine21.com/resize/cine21/poster/2019/0524/11_21_29__5ce7552992bad[X230,330].jpg",알라딘,개봉일 : 2019-05-23,,상영시간 : 128분,"
					
									머나먼 사막 속 신비의 아그라바 왕국의 시대.,
좀도둑 ‘알라딘’은 마법사 ‘자파’의 의뢰로 마법 램프를 찾아 나섰다가,
주인에게 세 가지 소원을 들어주는 지니를 만나게 되고,,
자스민 공주의 마음을 얻으려다 생각도 못했던 모험에 휘말리게 되는데…				","
							알라딘(메나 마수드)은 전광석화 같은 손놀림과 타고난 삼십육계 줄행랑을 고루 갖춘 아그라바 왕국의 좀도둑이다. 잔머리가 비상한 원숭이 친구 아부를 대동한 채 굶주림에 고통받는 아이들을 못 본 척하지 않는 게 그의 인간적인 매력이라 하겠다. 어느 날 아그라바 왕국을 다스리는 술탄이 애지중지하는 딸 자스민 공주(나오미 스콧)가 백성들을 살피기 위해 성 밖으로 나왔다가 빵...							",가이 리치,"메나 마수드,윌 스미스,나오미 스콧,앨런 투딕,마르완 켄자리,나심 페드라드,나비드 네가반,빌리 매그너슨,누만 아카르",5.80,8.43
"http://image.cine21.com/resize/cine21/poster/2019/1231/10_36_15__5e0aa60fb4697[X230,330].jpg",천문: 하늘에 묻는다,개봉일 : 2019-12-26,,드라마,"
					
									역사상 가장 위대한 왕 세종,
관노로 태어나 종3품 대호군이 된 천재 과학자 장영실,
,
20년간 꿈을 함께하며 위대한 업적을 이뤄낸 두 사람이었지만,
임금이 타는 가마 안여(安與)가 부서지는 사건으로,
세종은 장영실을 문책하며 하루아침에 궁 밖으로 내치고,
그 이후 장영실은 자취를 감추는데...,
,
,				","
							세종 24년인 1442년. 세종(한석규)이 타고 가던 가마 안여가 부서지는 사고가 발생한다. 다시 사고 발생 4일 전. 명나라 사신은 황제의 칙서를 들고 조선을 방문한다. 명의 사신은 조선이 천문 연구를 통해 독자적 시간을 가지는 것을 우려하며 천문 의기들을 폐기하고 이를 발명한 장영실(최민식)을 압송하려 한다. 세종은 세종대로 시름이 깊고, 장영실은 함께 하늘을 올...							",허진호,"최민식,한석규,신구,김홍파,허준호,김태우,김원해,임원희,오광록,박성훈",6.83,9.00
