movie_poster,movie_title,movie_engtitle,movie_date,movie_audience,movie_genre,movie_story,movie_review,movie_director,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2017/0830/09_55_10__59a60cee51787[X230,330].jpg",이웃집 스타,Star Nextdoor,개봉일 : 2017-09-21,,코미디,"
					
									,
									나야 나! 톱스타 한스타 한혜미 ,
손가락만 까딱~해도 이슈가 되는 스캔들메이커 한혜미 ,
떠오르는 아이돌 스타 갓지훈과 또 다시 핑크빛 열애설로 화제의 중심에 오르다! ,
  ,
가만 안 둬! 내가 바로 한스타 악플러 한소은 ,
톱스타이자 엄마 한혜미와 한 집인 듯 한 집 아닌 이웃살이를 하고 있는 여중생,
감히 우리 오빠 갓지훈과 열애설이 난 철없는 엄마 전담 악플러로 변신하다! ,
  ,
들키면 큰일 날 비밀 동거 사이! ,
열애설로 한스타와 소은의 신경전이 계속되는 가운데, ,
사람들의 관심은 점점 밝혀져서는 안될 두 사람의 비밀 이웃살이에 대한 의심으로 변하게 된다. ,
,
두 지붕, 한 가족, 모녀 사이인 한스타와 소은은 함께 이 위기를 헤쳐나갈 수 있을까?,
				","
							드라마에서 흔히 보던 ‘출생의 비밀’을 생활형 이야기로 전환한다면. <이웃집 스타>는 톱스타의 자리에 오른 여배우 혜미(한채영)와 그녀의 이웃집에 사는 친딸 소은(진지희)의 기막힌 사연을 코믹 드라마로 풀어낸다. 남이 보자면 대한민국을 떠들썩하게 할 연예 스캔들이지만 비밀을 간직한 이 가족의 속내를 들여다보면 티격태격, 여느 집과 다를 바가 없다. 혜미는 ...							",김성욱,"한채영,진지희,임슬옹,안지환,임형준,솔비,김보미",3.00,4.00
"http://image.cine21.com/resize/cine21/poster/2019/0712/11_58_32__5d27f7583b8ab[X230,330].jpg",원더랜드,Wonder Park,개봉일 : 2019-08-14,,"코미디, 어드벤처, 애니메이션, 가족","
					
									,
									어릴 적부터 엄마와 함께 자신만의 테마파크를 만드는 것이 취미인 장난기 많고 상상력 풍부한 소녀 ‘준’은 어느 날 숲속에서 길을 잃고 헤매다 상상 속에서만 그리던 ‘원더랜드’를 발견하게 되는데...!				","
							한 소녀의 상상력이 현실이 되는 이야기를 다룬 애니메이션. 엉뚱한 공상하기, 과학상자 만들기, 간이 테마파크 만들기 등을 즐겨 하는 과학 소녀 준 베일리(소연)는 동네 아이들의 리더로 소란스러운 사고뭉치다. 준이 어릴 때부터 엄마와 함께 놀이하듯 상상해왔던 원더랜드라는 놀이동산은 가상의 공간이지만 엄마와 함께 만들어간 둘만의 공간이기도 하다. 하지만 엄마가 아프기 시...							",딜런 브라운,"소연,장민혁,안장혁,안소이,변영희,홍진욱,정재현,최덕희,오인성,브리아나 덴스키",6.00,
"http://image.cine21.com/resize/cine21/poster/2016/0105/10_08_49__568b17a16bc87[X230,330].jpg",앨빈과 슈퍼밴드: 악동 어드벤처,Alvin and the Chipmunks: the Road Chip,개봉일 : 2016-02-04,"누적관객 : 289,665명","코미디, 애니메이션","
					
									,
,
가수 활동을 접고 휴식을 보내던 사고뭉치 악동 3인방 앨빈, 사이먼, 테오도르는 때마침 아빠의 청혼 계획을 알게 된다. ,
여자친구와 함께 여행을 떠난 아빠를 쫓아 마이애미로 향한 앨빈과 슈퍼밴드! ,
비행기에서 대소동으로 탑승 금지령은 물론 항공사 보안요원 석스의 추격까지 쉴 새 없이 터지는 사건사고들로 마이애미는 점점 더 멀어져만 가는데……,
과연 칩멍크 3인방은 아빠의 청혼을 막을 수 있을까?,
 				","
							앨빈, 사이먼, 테오도르. 말썽쟁이 칩멍크 삼형제는 주인 데이브(제이슨 리) 없이 데이브의 생일파티를 열었다가 음악 활동을 금지당한다. 얼마 뒤 무료한 시간을 보내는 형제들 앞으로 십대 소년 마일스(조시 그린)가 나타난다. 악동 기질이 다분한 마일스는 앨빈(저스틴 롱)을 골프공 삼아 샷을 날리고 테오도르(제시 매카트니)를 관람차에 태워 돌리는 등 삼형제를 무자비하게 ...							",월트 벡커,"제이슨 리,저스틴 롱,매튜 그레이 구블러,제시 맥카트니,킴벌리 윌리엄스-페이슬리,벨라 쏜,칼리 쿠오코,안나 패리스,크리스티나 애플게이트,토니 헤일",3.00,8.50
"http://image.cine21.com/resize/cine21/poster/2020/0129/11_32_51__5e30eed317c76[X230,330].jpg",누군가 어디에서 나를 기다리면 좋겠다 ,Je voudrais que quelqu'un m'attende quelque part,,,"멜로·로맨스, 드라마",줄거리가 없습니다.,,아르노 비아르,"장-폴 루브,알리스 타길로니,벤자민 라베른헤",,
"http://image.cine21.com/resize/cine21/poster/2005/0708/M0010051_01[X230,330].jpg",남자와 아기바구니 18년후,"18 ans après,18 Years After",,,코미디,"
					
									18년 동안 세 명의 양아버지 밑에서 자란 마리는 어느덧 대학 입시에 합격하고 첫사랑의 아픔을 겪을 만큼 훌쩍 성장한 아가씨가 되었다. 18년 동안 변함없이 ‘공동의 아기’에게 사랑을 쏟은 세 아버지는 성숙해가는 딸의 모습을 지켜보며 세월의 흐름을 실감한다. 				",,콜린 세로,"앙드레 뒤솔리에,미셸 부제나,롤랑 지로,마들렌 베송,필립핀 르로이 뵈리우,제임스 티에레",6.33,
"http://image.cine21.com/resize/cine21/poster/2015/0318/13_23_44__5508fdd079217[X230,330].jpg",바람에 맞선 라이온,"風に立つライオン,Lion Standing Against The Wind",,,드라마,"
					
									 				",,미이케 다카시,"오사와 다카오,이시하라 사토미,마키 요코,하기와라 마사토",,
"http://image.cine21.com/resize/cine21/poster/2019/0611/15_36_11__5cff4bdbcd110[X230,330].jpg",패러렐 월드 러브 스토리,"パラレルワールド・ラブストーリー,Parallel World Love Story",,,"멜로·로맨스, 미스터리",줄거리가 없습니다.,,모리 요시타카,"타마모리 유타,요시오카 리호,소메타니 쇼타",,
"http://image.cine21.com/resize/cine21/poster/2019/0409/17_07_09__5cac52ad93c70[X230,330].jpg",노 필터,"Chamboultout,No Filter",,,상영시간 : 100분,줄거리가 없습니다.,,에릭 라바이네,"알렉상드라 라미,호세 가르시아,미카엘 윤",,
"http://image.cine21.com/resize/cine21/poster/2014/0917/11_54_15__5418f7d74d37e[X230,330].jpg","소년, 소녀 그리고 바다","二つ目の窓,Still the water",개봉일 : 2014-10-09,"누적관객 : 7,004명","멜로·로맨스, 드라마","
					
									바다를 품은 소년과 소녀의 눈부신 첫 경험.,
 ,
8월 대보름 축제가 한창인 아마미 섬. 보름달이 뜬 밤바다에 시체 한 구가 떠오른다. 사건일까? 사고일까? 떠들썩해진 섬 사람들 사이에서 뭔가를 감추고 있는 듯한 ‘카이토’가 의심스러운 ‘쿄코’. 한편, 죽음을 앞둔 엄마와의 이별을 준비중인 ‘쿄코’는 유일한 친구인 ‘카이토’에게 의지하려 하지만, 그날 이후 어쩐지 냉랭해진 그가 원망스럽기만 하다. 그러던 어느 날 밤, 거센 태풍이 섬 전체를 덮치고 두 사람은 지금껏 경험하지 못했던 눈부신 순간을 맞이하게 되는데... ,
 				","
							한적한 섬마을에 살고 있는 소년 카이토(무라카미 니지로)와 소녀 쿄코(요시나가 준)는 각자의 상처를 안고 살아간다. 부모의 이혼을 겪으며 엄마와 섬에 들어와 살게 된 카이토는 더이상 아빠를 그리워하지 않는 엄마가 원망스럽다. 카이토를 사랑하는 쿄코는 신을 모시는 엄마가 큰 병에 걸려 죽어간다는 사실을 받아들이지 못한다. 그러던 어느 날, 해변에서 시체 한구가 발견되면...							",가와세 나오미,"무라카미 니지로,요시나가 준,스기모토 테타,마츠다 미유키,와타나베 마키코,무라카미 준",6.00,7.50
"http://image.cine21.com/resize/cine21/poster/2020/0326/14_57_07__5e7c4433a5c94[X230,330].jpg",고양이와 할아버지,"ねことじいちゃん,The Island of Cats",개봉일 : 2020-04-23,"누적관객 : 2,577명",드라마,"
					
									,
									할머니, 할아버지, 그리고 고양이의 섬에서,
6살 고양이 타마와 단둘이 사는 다이키치 할아버지(타테카와 시노스케).,
어느 날, 죽은 아내가 남긴 미완성 레시피 노트를 발견한다.,
,
이웃들과 함께 이 섬의 하나뿐인 카페 주인 ‘미치코’(시바사키 코우)에게,
새로운 음식을 배우며 자신만의 레시피로 비어있는 페이지를 채워나가는데…,
,
한 사람과 한 마리가 선택한 행복,,
언제까지나 함께할 수 있을까?				","
							고양이와 할머니, 할아버지들이 서로 의지하며 살아가는 한갓진 섬마을. 고양이 타미와 다이키치 할아버지(다테카와 시노스케)도 둘이서 다정하게 살아간다. 어느 날 다이키치는 먼저 세상을 뜬 아내가 남긴 미완의 레시피 노트를 발견하고, 도시에서 온 카페 주인 미치코(시바사키 고)의 도움을 받아 노트의 뒷장을 채워간다. <고양이와 할아버지>는 고양이와 요리로 몸과...							",이와고 미츠아키,"타테카와 시노스케,시바사키 고우,에모토 다스쿠,긴푼초",5.00,
"http://image.cine21.com/resize/cine21/poster/2019/0108/15_22_43__5c3441b3e3baa[X230,330].jpg",도쿄의 밤하늘은 항상 가장 짙은 블루,"映画 夜空はいつでも最高密度の青色だ,The Tokyo Night Sky Is Always the Densest Shade of Blue",개봉일 : 2019-02-14,,"멜로·로맨스, 드라마","
					
									,
									부족한 생활비를 충당하기 위해 낮에는 간호사, 밤에는 술집에서 일하는 ‘미카’. ,
일용노동직으로 일하며 넉넉하지 않은 삶을 살지만 막연한 희망을 꿈꾸는 ‘신지’.,
이들은 화려함과 고독함이 한 데 섞인 도쿄에서 하루하루를 살아간다.,
서로를 이해하는 진정한 사랑은 없을 것 같던 도쿄의 밤하늘 아래,,
방황하던 두 사람은 서로를 조금씩 알아가며,
삶에 대한 희망을 함께 품기 시작한다.				","
							2020년 도쿄올림픽 경기장 건설 현장에서 일하는 신지(이케마쓰 소스케)는 한쪽 눈이 보이지 않는다. 신지는 일상의 고단함을 잊기 위해 여성 바텐더를 만날 수 있는 술집 ‘걸즈바’를 찾는다. 미카(이시바시 시즈카)는 도쿄의 값비싼 집세와 생활비를 충당하기 위해 낮에는 간호사로 일하고 밤에는 걸즈바로 출근 중이다. 사랑에 냉소적인 미카는 사랑하는 이에게 버려질 것을 두...							",이시이 유야,"이케마츠 소스케,이시바시 시즈카,마츠다 류헤이,이치카와 미카코,사토 료,미우라 타카히로",7.50,
"http://image.cine21.com/resize//noimg[X230,330].jpg",삭제하시겠습니까?,Delete,,,단편 영화,줄거리가 없습니다.,,김용훈,,,
"http://image.cine21.com/resize//noimg[X230,330].jpg",스텔라,Stellar,,,,"
					
									차량담보대출 업계 독보적 에이스 '영배'(손호준)가 절친 동식(이규형)이 빼돌린 고급 슈퍼카를 찾기 위해 아버지의 유산 '스텔라' 를 타면서 벌어지는 쫓고 쫓기는 판타지 코믹 드라마				",,권수경,"손호준,이규형,전노민,허성태,고규필",,
"http://image.cine21.com/resize/cine21/poster/2019/0729/11_58_27__5d3e60d31bc57[X230,330].jpg",변신,"變身,Metamorphosis",개봉일 : 2019-08-21,,"스릴러, 공포","
					
									,
									사람의 모습으로 변신하는 악마가 우리 가족 안에 숨어들면서,
기이하고 섬뜩한 사건들이 벌어진다,
서로 의심하고 증오하고 분노하는 가운데,
구마 사제인 삼촌 '중수'가 예고없이 찾아오는데...,
,
2019년 극강의 공포스릴러, 절대 믿지도 듣지도 마라				","
							“어젯밤에 아빠가 두명이었다.” 딸 현우(조이현)의 믿기지 않는 말처럼, 이 집에는 밤에 방에 들어와 폭력을 행사하는 ‘낯선’ 아빠와 아침에는 언제 그랬냐는 듯 평소의 ‘자상한’ 아빠가 공존한다. 엄마 역시 다르지 않다. 반찬 투정을 하는 아들을 무섭게 윽박지르는 엄마는 더이상 평소에 알던 다정한 엄마가 아니다. 새집에 이사 온 첫날부터 강구(성동일), 명주(장영남)...							",김홍선,"배성우,성동일,장영남,김혜준,조이현,김강훈,전미도",4.33,4.50
"http://image.cine21.com/resize/cine21/poster/2018/1001/50637_5bb1aebb1aee4[X230,330].jpg",창궐,Rampant,개봉일 : 2018-10-25,,액션,"
					
									,
									밤에만 활동하는 산 자도 죽은 자도 아닌 ‘야귀(夜鬼)‘가 창궐한 세상, 위기의 조선으로 돌아온 왕자 ‘이청’(현빈)은 도처에 창궐한 야귀떼에 맞서 싸우는 최고의 무관 ‘박종사관’(조우진) 일행을 만나게 되고, 야귀떼를 소탕하는 그들과 의도치 않게 함께하게 된다.,
,
한편, 조선을 집어삼키려는 절대악 ‘김자준’(장동건)은 이 세상을 뒤엎기 위한  마지막 계획을 감행하는데… ,
,
조선필생 VS 조선필망,
세상을 구하려는 자와 멸망시키려는 자!,
오늘 밤, 세상에 없던 혈투가 시작된다!				","
							때는 무능한 임금 이조(김의성)가 간신배에 둘러싸여 왕권을 잃어가던 조선시대. 청나라에서 수학하던 왕자 이청(현빈)이 세자이자 형인 이영(김태우)의 부름을 받고 조선으로 돌아온다. 그런데 그때 야귀떼가 창궐하면서 백성들의 터전이 쑥대밭이 된다. 세자 이영을 비롯한 그의 수하들이 반역을 꾀했다는 죄를 물어 숙청을 당하면서 조정도 시끄럽기는 마찬가지. 궁의 안팎에서 벌어...							",김성훈,"현빈,장동건,조우진,정만식,이선빈,김의성,조달환,박진우,서지혜,한지은",5.20,6.20
"http://image.cine21.com/resize/cine21/poster/2007/1221/M0010004_poster[X230,330].jpg",라듸오 데이즈,Radio Days,개봉일 : 2008-01-31,"누적관객 : 214,946명",코미디,"
					
									,
									, ,
때는 바야흐로 1930년 일제강점기.,
만사태평 천하제일 귀차니즘, 타고난 한량 PD 로이드가 있었으니..,
인생 다 귀찮아 죽겠는 그에게 오직 관심사는 당대 최고의 신여성이자 재즈가수인 ‘마리’뿐.,
아~ 그러나 이 무슨 운명의 장난인가? ‘마리’는 ‘로이드’를 거들떠보지도 않는구나.,
 ,
, ,
할일 없고 낙 없는 우리의 ‘로이드’.,
그의 운명을 바꿔 놓은 일생일대의 사건이 터졌으니..,
우연히 손에 넣은 시나리오가 그것이었던 것이다.,
조선 최초의 라디오 드라마 ‘사랑의 불꽃’을 방송키로 결심한 ‘로이드’.,
아~ 그러나 첫회부터 미스캐스팅! 실수연발! 애드립남발! 완전 방송사고 직전이구나!,
,
, ,
돌발 애드립 전문, 방송사고 다발 재즈가수 마리,
연기는 대충 액션은 오바, 푼수 기생 명월,
위기대처 능력 제로, 떠듬떠듬 아나운서 만철,
엔딩을 단 한번도 완성시켜 본적 없는 작가 노봉알,
거사를 꿈꾸는 의문의 소리효과 담당 요원 K,
위기일발 애드립의 귀재 천재사환 순덕,
,
아~ 드라마를 제대로 만들 수 있을지 참으로 의심스러운 구성이로다!,
엉겁결에 모인 이들이 과연 일제의 감시를 뚫고 조선 최초의 라디오 드라마를,
완성시킬 수 있을까~? 그것이 문제로다! 				","
							1930년대, 경성. 일제강점기지만 조선 유일의 라디오 방송국 경성방송국 스튜디오엔 나른한 분위기가 감돈다. 아버지의 힘으로 PD 자리를 꿰차고 있는 로이드(류승범)는 가끔씩 들려오는 뉴스나 짜투리 방송에 마이크 전원을 켤 뿐 방송 일에 별다른 흥미를 느끼지 못한다. 아나운서 만섭(오정세)이나 가끔씩 스튜디오에 와 풍월을 읊는 기생 명월(황보라)이 이따금 방송국의 정...							",하기호,"류승범,황보라,김사랑,이종혁,김뢰하,고아성,오정세",4.50,6.21
"http://image.cine21.com/resize/cine21/poster/2018/0713/11_48_16__5b4812f0f05ee[X230,330].jpg",목격자,The Witness,개봉일 : 2018-08-15,,스릴러,"
					
									,
									모두가 잠든 새벽, 비명소리를 듣고 베란다에 나간 ‘상훈’(이성민)은 살인사건을 목격하게 된다. 신고를 하려던 순간, 손가락을 까딱거리며 자신의 아파트 층수를 세는 범인 ‘태호’(곽시양)와 눈이 마주치게 되는데…,
살인을 목격한 순간, 나는 놈의 다음 타겟이 되었다.,
				","
							새벽녘 한 아파트. 살인사건을 목격하고 신고하지 않은 남자 상훈(이성민), 그리고 자신의 범행을 목격한 상훈을 죽이려 나선 범인(곽시양). 이제 막 조그만 아파트 하나 장만한 중년의 샐러리맨 상훈은 이사 오자마자 아파트에서 벌어진 살인의 목격자가 된다. “귀찮은 일에 끼어봤자 좋을 게 없는” 데다, 범인이 신변까지 위협하는 상황에서 제2, 제3의 살인이 일어나고 상훈...							",조규장,"이성민,김상호,진경,곽시양,배정화,신승환,정유민,연제욱,황영희,손종학",5.17,5.20
"http://image.cine21.com/resize/cine21/poster/2020/0214/14_45_58__5e46341621192[X230,330].jpg",찬실이는 복도 많지,Lucky Chan-sil,개봉일 : 2020-03-05,,"판타지, 멜로·로맨스, 드라마","
					
									,
									집도 없고, 남자도 없고, 갑자기 일마저 똑 끊겨버린 영화 프로듀서 ‘찬실’.,
현생은 망했다 싶지만, 친한 배우 ‘소피’네 가사도우미로 취직해 살길을 도모한다.,
그런데 ‘소피’의 불어 선생님 ‘영’이 누나 마음을 설레게 하더니,
장국영이라 우기는 비밀스런 남자까지 등장!,
새로 이사간 집주인 할머니도 정이 넘쳐 흐른다.,
평생 일복만 터져왔는데, 영화를 그만두니 전에 없던 ‘복’도 들어오는 걸까?				","
							영화 프로듀서로 일하던 찬실(강말금)은 함께 작업하던 감독의 갑작스러운 죽음 이후로 실업자 신세가 된다. 친한 후배 소피(윤승아)는 찬실에게 금전적인 도움을 주겠다고 말하지만, 찬실은 “일해서 벌어야 한다”며 그의 가정부로 일하기를 자처한다. 그러던 찬실은 소피의 프랑스어 선생님 김영(배유람)을 만나게 되는데, 그가 현재 시나리오를 쓰는 단편영화 감독이라는 것을 알게...							",김초희,"강말금,윤여정,김영민,윤승아,배유람",7.00,
"http://image.cine21.com/resize/cine21/poster/2016/0810/12_03_44__57aa999005f06[X230,330].jpg",배드 맘스,Bad Moms,,,,줄거리가 없습니다.,,"밀라 쿠니스,크리스틴 벨,캐서린 한,애니 멈몰로,제이다 핀켓 스미스,크리스티나 애플게이트,엠제이 안소니,우나 로렌스",,6.00,
"http://image.cine21.com/resize/cine21/poster/2019/0827/11_49_22__5d649a32965d4[X230,330].jpg",정상회담,Summit: Steel Rain,,,,"
					
									가까운 미래, 남북미 정상회담 중에 북의 쿠데타로 세 정상이 북의 핵잠수함에 납치된 후 벌어지는 전쟁 직전의 위기 상황을 그리는 영화				",,양우석,"정우성,곽도원,유연석",,
"http://image.cine21.com/resize/cine21/poster/2015/0120/11_11_49__54bdb96580412[X230,330].jpg",웨딩 링거,The Wedding Ringer,,,코미디,"
					
									왕따인 더그는 자신의 결혼식에 베스트맨을 돈을 주고 고용을 한다. ,
베스트맨으로 고용된 지미와 더그가 결혼식을 준비하는 과정과 결혼식을 진행하며 일어나게 되는 황당하고 웃긴 이야기 그리고 예상치 못한 더그와 지미의 브로맨스!				",,제레미 갈레릭,"케빈 하트,조시 게드,칼리 쿠오코,알란 리츠슨",6.00,
"http://image.cine21.com/resize/cine21/poster/2019/0611/54019_5cff14af3a15a[X230,330].jpg",토이 스토리 4,Toy Story 4,개봉일 : 2019-06-20,,애니메이션,"
					
									,
									장난감의 운명을 거부하고 떠난 새 친구 ‘포키’를 찾기 위해 길 위에 나선 ‘우디’는 ,
우연히 오랜 친구 ‘보핍’을 만나고 그녀를 통해 새로운 세상에 눈을 뜨게 된다. ,
한편, ‘버즈’와 친구들은 사라진 ‘우디’와 ‘포키’를 찾아 세상 밖 위험천만한 모험을 떠나게 되는데…				","
							전작에서 앤디와 작별한 장난감 우디(톰 행크스)는 새로운 주인 보니와의 생활에 적응 중이다. 보니는 처음 간 유치원에서 불안한 마음을 달래고자 포크를 가지고 새 장난감 포키(토니 헤일)를 만든다. 쓰레기에서 장난감으로 거듭난 포키는 자꾸 쓰레기통으로 도망치려 하지만 우디는 보니를 위해 포키를 돌봐주기로 한다. 그러던 어느 날 가족여행으로 함께 떠난 놀이공원에서 포키가...							",조시 쿨리,"톰 행크스,팀 알렌,애니 파츠,토니 헤일,조안 쿠삭,키아누 리브스,마이클 키튼,보니 헌트,키건 마이클 키,조던 필",7.83,8.67
"http://image.cine21.com/resize/cine21/poster/2018/0921/15_26_21__5ba48f0d9d7cf[X230,330].jpg",캠퍼스 코드,Campus Code,,,"SF, 액션","
					
									평범한 학교생활을 하는 줄 알았던 베카. 아리가 건물 옥상에서 떨어지는 걸 목격한다. ,
 깜짝 놀라 사람들에게 도움을 요청하지만 모두 아무런 반응을 하지 않고, ,
 옥상에서 떨어졌는데도 멀쩡한 아리를 보고 이상하다는 생각을 한다. ,
 사람들도 이상하고, 교내에서 벌어지는 사건이 전부 말이 안 되는 것들이라 힘들어하는 베카. ,
 자신도 아리와 같은 능력을 가졌다는 걸 알게 되자 더욱 혼란스러워 하는데…				",,캐시 스콜세지,제시 맥카트니,,
"http://image.cine21.com/resize/cine21/poster/2018/0509/15_26_49__5af294a913972[X230,330].jpg",오버보드,Overboard,,,"코미디, 멜로·로맨스",줄거리가 없습니다.,,"밥 피셔,롭 그린버그","유제니오 데베즈,안나 패리스,에바 롱고리아,스우지 커츠,존 한나",,
"http://image.cine21.com/resize/cine21/poster/2006/0811/M0010021_tentinylovestories[X230,330].jpg",열 개의 작은 사랑 이야기,"Ten Tiny Love Stories,Ten Tiny Love Stories",,,드라마,"
					
									 				",,로드리고 가르시아,"리사 게이 해밀턴,라다 미첼,레베카 티넬리,킴벌리 윌리엄스-페이슬리,데비 마자르,데보라 카라 웅거,알리시아 위트,캐시 베이커,엘리자베스 페나",,
"http://image.cine21.com/resize/cine21/poster/2020/0601/12_07_40__5ed470fc10958[X230,330].jpg",엔딩스 비기닝스,"Endings, Beginnings",개봉일 : 2020-06,,드라마,"
					
									연.애.종.식.선.언!,
운명이라 믿었던 남자와의 오랜 연애를 끝낸 ‘다프네’는,
이별 후폭풍으로 No 연애, No 알콜과 함께 금욕 생활을 선언한다.,
,
다정한 남자 VS 섹시한 남자,
어느 날 그녀 앞에 나타난 두 남자 ‘잭’과 ‘프랭크’.,
‘다프네’는 따뜻하게 다가와 안정감을 주는 ‘잭’에게 끌리면서도,
섹시한 눈빛으로 자신을 바라보는 ‘프랭크’에게 흔들려버린다.,
,
“사랑을 다시 시작하긴 두렵지만 외로운 건 싫어…”,
사랑이 실패할까 두려운 ‘다프네’와 그녀에게 직진하는 두 남자.,
‘다프네’는 두 사람을 알아가보기로 결심하는데…,
,
6월, 사랑이 두려운 당신을 위한,
두 가지 색 리얼 현실 로맨스가 시작된다!				",,드레이크 도리머스,"쉐일린 우들리,제이미 도넌,세바스찬 스탠,매튜 그레이 구블러,린제이 슬오안",,
"http://image.cine21.com/resize/cine21/poster/2017/0221/15_18_55__58abdbcf3ca4b[X230,330].jpg",터스크,Tusk,,,공포,"
					
									팟캐스터인 월레스는 전 세계를 탐험한 ,
베테랑 하워드를 인터뷰하러 캐나다로 떠난다. ,
전혀 들어 본 적 없는 놀라운 이야기를 풀어내는 ,
하워드의 이야기에 월레스는 감탄한다. ,
월레스는 술을 몇 잔 마신 후 다음 날 ,
하워드의 집에서 깨어나지만 ,
몸이 잘 움직여지지 않는 것을 깨닫는다.				",,케빈 스미스,"조니 뎁,저스틴 롱,마이클 팍스,할리 조엘 오스먼트,제네시스 로드리게즈",,
